# Server version 0.08 running on 192.168.2.27:8123
# Game ID: 54
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Fri Apr 04 18:53:49 EDT 2014
# Player 1: Player-0, 'LDFS', running on localhost
# Player 2: Player-1, 'LDFS', running on localhost
# Player 3: Player-2, 'LDFS', running on localhost
# Player 4: Player-3, 'LDFS', running on localhost
START Player-0 LDFS
2 (4,14) (4,12)
2 (4,12) (2,10)
2 (2,10) (2,12)
2 (2,12) (4,14)
2 (4,14) (4,12)
2 (4,12) (6,10)
2 null null
3 (11,11) (13,13)
3 (13,13) (11,13)
3 (11,13) (11,11)
3 (11,11) (13,13)
3 (13,13) (11,13)
3 (11,13) (11,11)
3 (11,11) (13,13)
3 (13,13) (11,13)
3 (11,13) (11,11)
3 (11,11) (13,13)
3 (13,13) (11,13)
3 (11,13) (11,11)
3 (11,11) (9,9)
3 null null
0 (3,2) (3,4)
0 (3,4) (5,6)
0 (5,6) (7,4)
0 (7,4) (7,6)
0 (7,6) (5,6)
0 (5,6) (7,4)
0 (7,4) (7,6)
0 (7,6) (5,6)
0 (5,6) (7,4)
0 (7,4) (7,6)
0 (7,6) (5,6)
0 (5,6) (7,4)
0 (7,4) (7,6)
0 null null
